Continent,Conformity,Colname,Label
Europe,Marginally acceptable conformity,Arsenic ion|water|unspecified,12
Europe,Acceptable conformity,Cadmium|natural resource|in ground,26
Europe,Close conformity,"Cadmium II|air|low population density, long-term",13
Europe,Marginally acceptable conformity,Cadmium II|air|lower stratosphere + upper troposphere,14
Europe,Acceptable conformity,Cadmium II|air|non-urban air or from high stacks,15
Europe,Marginally acceptable conformity,Cadmium II|air|unspecified,16
Europe,Acceptable conformity,Cadmium II|air|urban air close to ground,17
Europe,Acceptable conformity,Cadmium II|soil|agricultural,18
Europe,Marginally acceptable conformity,Cadmium II|soil|forestry,19
Europe,Acceptable conformity,Cadmium II|soil|industrial,20
Europe,Acceptable conformity,Cadmium II|soil|unspecified,21
Europe,Acceptable conformity,Cadmium II|water|ground-,22
Europe,Acceptable conformity,"Cadmium II|water|ground-, long-term",23
Europe,Acceptable conformity,Cadmium II|water|ocean,24
Europe,Acceptable conformity,Cadmium II|water|surface water,25
Europe,Marginally acceptable conformity,Chromium|natural resource|in ground,51
Europe,Close conformity,"Chromium III|air|low population density, long-term",29
Europe,Marginally acceptable conformity,Chromium III|air|lower stratosphere + upper troposphere,30
Europe,Nonconformity,Chromium III|air|non-urban air or from high stacks,31
Europe,Marginally acceptable conformity,Chromium III|air|unspecified,32
Europe,Nonconformity,Chromium III|air|urban air close to ground,33
Europe,Nonconformity,Chromium III|soil|agricultural,34
Europe,Marginally acceptable conformity,Chromium III|soil|forestry,35
Europe,Marginally acceptable conformity,Chromium III|soil|industrial,36
Europe,Marginally acceptable conformity,Chromium III|soil|unspecified,37
Europe,Acceptable conformity,Chromium III|water|ground-,38
Europe,Acceptable conformity,Chromium III|water|ocean,39
Europe,Acceptable conformity,Chromium III|water|surface water,40
Europe,Acceptable conformity,Chromium III|water|unspecified,41
Europe,Acceptable conformity,"Chromium VI|air|low population density, long-term",42
Europe,Marginally acceptable conformity,Chromium VI|air|non-urban air or from high stacks,43
Europe,Acceptable conformity,Chromium VI|air|unspecified,44
Europe,Marginally acceptable conformity,Chromium VI|air|urban air close to ground,45
Europe,Acceptable conformity,Chromium VI|soil|unspecified,46
Europe,Acceptable conformity,Chromium VI|water|ground-,47
Europe,Acceptable conformity,"Chromium VI|water|ground-, long-term",48
