-4.663620144128799438e-02,-3.055611811578273773e-02,-2.178541384637355804e-02,4.908225312829017639e-02,2.532244846224784851e-02
8.435080200433731079e-02,4.788787290453910828e-02,-5.343548953533172607e-02,-1.786100119352340698e-02,-4.026271030306816101e-02
4.839105531573295593e-02,2.096280083060264587e-02,-3.835545852780342102e-02,-4.458737373352050781e-02,-5.749352276325225830e-04
3.003199025988578796e-02,-1.229133456945419312e-02,2.961944788694381714e-03,-4.138187319040298462e-02,-2.629716508090496063e-02
7.007170468568801880e-03,4.685092717409133911e-03,4.701166227459907532e-02,4.220770671963691711e-02,4.056009277701377869e-02
-2.415585517883300781e-02,-4.327548667788505554e-02,4.594862833619117737e-02,1.576944813132286072e-02,-1.753821223974227905e-02
3.866207972168922424e-02,1.709362491965293884e-02,9.278833866119384766e-03,-4.793230444192886353e-02,-1.679546758532524109e-02
-2.890311181545257568e-03,4.444699361920356750e-02,1.089448854327201843e-02,4.144091531634330750e-02,-4.202613979578018188e-02
3.204550966620445251e-02,2.364193275570869446e-02,-4.535449668765068054e-02,-1.369675248861312866e-02,-4.917323589324951172e-03
-1.343028619885444641e-02,4.373942688107490540e-02,-5.477331578731536865e-03,-3.493326902389526367e-02,-1.562635973095893860e-02
