Colname,Conformity,Continent,Label
Dipropyl amine|air|urban air close to ground,Acceptable conformity,Asia,53
Ethane|air|non-urban air or from high stacks,Nonconformity,Asia,54
Ethanol|air|unspecified,Acceptable conformity,Asia,55
Ethanol|air|urban air close to ground,Nonconformity,Asia,56
Ethylamine|air|urban air close to ground,Acceptable conformity,Asia,57
Ethylene dichloride|air|non-urban air or from high stacks,Nonconformity,Asia,58
Ethylene dichloride|air|urban air close to ground,Acceptable conformity,Asia,59
Ethylene oxide|air|unspecified,Acceptable conformity,Asia,60
Fludioxonil|air|non-urban air or from high stacks,Nonconformity,Asia,61
"Fluorine|air|low population density, long-term",Nonconformity,Asia,62
Formamide|air|urban air close to ground,Marginally acceptable conformity,Asia,63
Hexane|air|urban air close to ground,Nonconformity,Asia,64
"Hydrocarbons, aliphatic, alkanes, cyclic|air|non-urban air or from high stacks",Nonconformity,Asia,65
"Hydrocarbons, aliphatic, unsaturated|air|unspecified",Nonconformity,Asia,66
"Hydrocarbons, chlorinated|air|urban air close to ground",Marginally acceptable conformity,Asia,67
Hydrochloric acid|air|non-urban air or from high stacks,Nonconformity,Asia,68
Iodine|air|urban air close to ground,Nonconformity,Asia,72
Iodine-129|air|non-urban air or from high stacks,Nonconformity,Asia,69
Iodine-131|air|non-urban air or from high stacks,Nonconformity,Asia,70
Iodine-133|air|non-urban air or from high stacks,Marginally acceptable conformity,Asia,71
Iron ion|air|urban air close to ground,Marginally acceptable conformity,Asia,73
Isobutanol|air|urban air close to ground,Nonconformity,Asia,74
Isopropanol|air|non-urban air or from high stacks,Nonconformity,Asia,75
Isopropylamine|air|urban air close to ground,Nonconformity,Asia,76
Krypton-85|air|non-urban air or from high stacks,Nonconformity,Asia,77
Lambda-cyhalothrin|air|non-urban air or from high stacks,Nonconformity,Asia,78
Lead-210|air|urban air close to ground,Nonconformity,Asia,79
"Magnesium|air|low population density, long-term",Acceptable conformity,Asia,80
Magnesium|air|unspecified,Nonconformity,Asia,81
"Manganese II|air|low population density, long-term",Nonconformity,Asia,83
Manganese II|air|non-urban air or from high stacks,Nonconformity,Asia,84
Manganese-54|air|non-urban air or from high stacks,Nonconformity,Asia,82
Mercury II|air|urban air close to ground,Nonconformity,Asia,85
"Methane, bromo-, Halon 1001|air|urban air close to ground",Acceptable conformity,Asia,86
"Methane, bromotrifluoro-, Halon 1301|air|non-urban air or from high stacks",Marginally acceptable conformity,Asia,87
"Methane, bromotrifluoro-, Halon 1301|air|urban air close to ground",Nonconformity,Asia,88
"Methane, fossil|air|non-urban air or from high stacks",Nonconformity,Asia,89
"Methane, fossil|air|urban air close to ground",Marginally acceptable conformity,Asia,90
Methyl acetate|air|urban air close to ground,Nonconformity,Asia,91
Methyl ethyl ketone|air|non-urban air or from high stacks,Nonconformity,Asia,92
Methyl formate|air|unspecified,Nonconformity,Asia,93
Methylamine|air|urban air close to ground,Nonconformity,Asia,94
Molybdenum VI|air|non-urban air or from high stacks,Nonconformity,Asia,95
"Nickel II|air|low population density, long-term",Close conformity,Asia,96
Nickel II|air|urban air close to ground,Nonconformity,Asia,97
Niobium-95|air|non-urban air or from high stacks,Nonconformity,Asia,98
"Nitrate|air|low population density, long-term",Marginally acceptable conformity,Asia,99
Nitric acid|air|urban air close to ground,Nonconformity,Asia,100
Nitrobenzene|air|urban air close to ground,Nonconformity,Asia,101
Nitrogen fluoride|air|urban air close to ground,Acceptable conformity,Asia,102
"Nitrogen oxides|air|low population density, long-term",Marginally acceptable conformity,Asia,103
Octaethylene glycol monododecyl ether|air|unspecified,Nonconformity,Asia,106
"PAH, polycyclic aromatic hydrocarbons|air|non-urban air or from high stacks",Nonconformity,Asia,107
Paraffins|air|non-urban air or from high stacks,Nonconformity,Asia,108
"Particulate Matter, < 2.5 um|air|urban air close to ground",Acceptable conformity,Asia,109
"Particulate Matter, > 10 um|air|low population density, long-term",Nonconformity,Asia,110
"Particulate Matter, > 10 um|air|unspecified",Nonconformity,Asia,111
"Particulate Matter, > 2.5 um and < 10um|air|low population density, long-term",Nonconformity,Asia,112
"Particulate Matter, > 2.5 um and < 10um|air|unspecified",Marginally acceptable conformity,Asia,113
Pentachlorophenol|air|unspecified,Nonconformity,Asia,114
Phenol|air|urban air close to ground,Acceptable conformity,Asia,115
Phosphine|air|urban air close to ground,Acceptable conformity,Asia,116
Phosphoric acid|air|urban air close to ground,Marginally acceptable conformity,Asia,117
"Phosphorus|air|low population density, long-term",Acceptable conformity,Asia,118
Platinum|air|urban air close to ground,Nonconformity,Asia,119
Plutonium-238|air|non-urban air or from high stacks,Nonconformity,Asia,120
Plutonium-alpha|air|non-urban air or from high stacks,Nonconformity,Asia,121
Potassium I|air|non-urban air or from high stacks,Nonconformity,Asia,124
Potassium I|air|unspecified,Nonconformity,Asia,125
Potassium-40|air|non-urban air or from high stacks,Nonconformity,Asia,122
Potassium-40|air|urban air close to ground,Nonconformity,Asia,123
Propanal|air|unspecified,Acceptable conformity,Asia,126
Propane|air|urban air close to ground,Acceptable conformity,Asia,127
Propanol|air|non-urban air or from high stacks,Nonconformity,Asia,128
Propyl amine|air|urban air close to ground,Nonconformity,Asia,129
Propylene|air|non-urban air or from high stacks,Marginally acceptable conformity,Asia,130
"Radioactive species, other beta emitters|air|non-urban air or from high stacks",Nonconformity,Asia,131
"Radioactive species, other beta emitters|air|unspecified",Marginally acceptable conformity,Asia,132
Radium-226|air|urban air close to ground,Nonconformity,Asia,133
Radium-228|air|non-urban air or from high stacks,Nonconformity,Asia,134
Radon-220|air|non-urban air or from high stacks,Nonconformity,Asia,135
Radon-220|air|urban air close to ground,Nonconformity,Asia,136
Radon-222|air|non-urban air or from high stacks,Acceptable conformity,Asia,137
Radon-222|air|urban air close to ground,Nonconformity,Asia,138
Scandium|air|non-urban air or from high stacks,Nonconformity,Asia,139
Selenium IV|air|non-urban air or from high stacks,Nonconformity,Asia,140
Selenium IV|air|urban air close to ground,Nonconformity,Asia,141
"Silicon|air|low population density, long-term",Nonconformity,Asia,142
Silicon|air|non-urban air or from high stacks,Nonconformity,Asia,143
Silver-110|air|non-urban air or from high stacks,Marginally acceptable conformity,Asia,144
Sodium hydroxide|air|urban air close to ground,Marginally acceptable conformity,Asia,145
Sodium tetrahydridoborate|air|urban air close to ground,Nonconformity,Asia,146
Strontium II|air|non-urban air or from high stacks,Nonconformity,Asia,147
Sulfate|air|non-urban air or from high stacks,Nonconformity,Asia,148
Sulfate|air|urban air close to ground,Nonconformity,Asia,149
Sulfur dichloride|air|unspecified,Nonconformity,Asia,150
Sulfur hexafluoride|air|unspecified,Marginally acceptable conformity,Asia,151
Sulfur trioxide|air|urban air close to ground,Nonconformity,Asia,152
Tebuconazole|air|non-urban air or from high stacks,Nonconformity,Asia,153
Teflubenzuron|air|non-urban air or from high stacks,Nonconformity,Asia,154
Tetramethyl ammonium hydroxide|air|urban air close to ground,Acceptable conformity,Asia,155
"Thallium I|air|low population density, long-term",Nonconformity,Asia,156
Thorium|air|non-urban air or from high stacks,Nonconformity,Asia,161
Thorium|air|urban air close to ground,Marginally acceptable conformity,Asia,162
Thorium-228|air|unspecified,Nonconformity,Asia,157
Thorium-230|air|non-urban air or from high stacks,Nonconformity,Asia,158
Thorium-232|air|non-urban air or from high stacks,Nonconformity,Asia,159
Thorium-232|air|urban air close to ground,Nonconformity,Asia,160
Tin ion|air|unspecified,Acceptable conformity,Asia,163
Tin ion|air|urban air close to ground,Nonconformity,Asia,164
Titanium ion|air|non-urban air or from high stacks,Nonconformity,Asia,165
Toluene|air|urban air close to ground,Marginally acceptable conformity,Asia,166
Trifloxystrobin|air|non-urban air or from high stacks,Nonconformity,Asia,167
Triflumuron|air|non-urban air or from high stacks,Nonconformity,Asia,168
Trimethylamine|air|urban air close to ground,Acceptable conformity,Asia,169
Trimethylchlorosilane|air|urban air close to ground,Nonconformity,Asia,170
Tritium|air|non-urban air or from high stacks,Nonconformity,Asia,171
"Tungsten|air|low population density, long-term",Nonconformity,Asia,172
Uranium alpha|air|non-urban air or from high stacks,Nonconformity,Asia,173
Vanadium V|air|urban air close to ground,Marginally acceptable conformity,Asia,174
Water|air|unspecified,Nonconformity,Asia,175
Xenon-135m|air|non-urban air or from high stacks,Nonconformity,Asia,176
Xenon-137|air|non-urban air or from high stacks,Nonconformity,Asia,177
"Xylenes, unspecified|air|urban air close to ground",Nonconformity,Asia,178
Zinc-65|air|non-urban air or from high stacks,Nonconformity,Asia,179
Zirconium-95|air|non-urban air or from high stacks,Nonconformity,Asia,180
o-Chlorotoluene|air|urban air close to ground,Nonconformity,Asia,104
o-Nitrotoluene|air|urban air close to ground,Nonconformity,Asia,105
"1,1,1,2-Tetrafluoroethane|air|urban air close to ground",Nonconformity,Africa,3
"1,1,1-Trifluoroethane|air|non-urban air or from high stacks",Nonconformity,Africa,2
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|non-urban air or from high stacks",Marginally acceptable conformity,Africa,4
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|urban air close to ground",Nonconformity,Africa,5
1-Pentanol|air|urban air close to ground,Nonconformity,Africa,1
"2,4-Dichlorophenol|air|urban air close to ground",Nonconformity,Africa,9
2-Aminopropanol|air|urban air close to ground,Nonconformity,Africa,6
2-Methyl-2-butene|air|urban air close to ground,Nonconformity,Africa,7
2-Nitrobenzoic acid|air|urban air close to ground,Nonconformity,Africa,8
4-Methyl-2-pentanone|air|non-urban air or from high stacks,Marginally acceptable conformity,Africa,10
Acetaldehyde|air|urban air close to ground,Nonconformity,Africa,11
Acetamiprid|air|non-urban air or from high stacks,Nonconformity,Africa,12
Acetic acid|air|non-urban air or from high stacks,Nonconformity,Africa,13
Acetone|air|urban air close to ground,Nonconformity,Africa,14
Acrolein|air|non-urban air or from high stacks,Nonconformity,Africa,15
Acrolein|air|unspecified,Nonconformity,Africa,16
Acrylic acid|air|urban air close to ground,Nonconformity,Africa,17
"Aerosols, radioactive, unspecified|air|non-urban air or from high stacks",Nonconformity,Africa,18
"Ammonia|air|low population density, long-term",Nonconformity,Africa,19
Anthranilic acid|air|urban air close to ground,Nonconformity,Africa,20
Antimony-125|air|non-urban air or from high stacks,Nonconformity,Africa,21
Arsine|air|urban air close to ground,Nonconformity,Africa,22
"Beryllium II|air|low population density, long-term",Nonconformity,Africa,23
"Bromine|air|low population density, long-term",Nonconformity,Africa,24
Bromine|air|non-urban air or from high stacks,Nonconformity,Africa,25
Bromine|air|urban air close to ground,Nonconformity,Africa,26
Butadiene|air|urban air close to ground,Nonconformity,Africa,27
Butanol|air|urban air close to ground,Nonconformity,Africa,28
Butene|air|urban air close to ground,Nonconformity,Africa,29
"Cadmium II|air|low population density, long-term",Nonconformity,Africa,30
Calcium II|air|unspecified,Nonconformity,Africa,31
"Carbon dioxide, fossil|air|non-urban air or from high stacks",Nonconformity,Africa,33
"Carbon dioxide, from soil or biomass stock|air|unspecified",Nonconformity,Africa,34
Carbon-14|air|non-urban air or from high stacks,Nonconformity,Africa,32
Chloramine|air|urban air close to ground,Acceptable conformity,Africa,35
Chlorine|air|urban air close to ground,Nonconformity,Africa,36
Chlorosulfonic acid|air|unspecified,Marginally acceptable conformity,Africa,37
"Chromium III|air|low population density, long-term",Nonconformity,Africa,39
Chromium III|air|unspecified,Nonconformity,Africa,40
"Chromium VI|air|low population density, long-term",Nonconformity,Africa,41
Chromium-51|air|non-urban air or from high stacks,Nonconformity,Africa,38
Cobalt II|air|urban air close to ground,Nonconformity,Africa,43
Cobalt-58|air|non-urban air or from high stacks,Nonconformity,Africa,42
Cumene|air|non-urban air or from high stacks,Nonconformity,Africa,44
Dichlorodifluoromethane|air|urban air close to ground,Nonconformity,Africa,45
Dichloromethane|air|non-urban air or from high stacks,Nonconformity,Africa,46
Diethyl ether|air|urban air close to ground,Nonconformity,Africa,47
Dimethyl malonate|air|urban air close to ground,Marginally acceptable conformity,Africa,48
Dimethylamine|air|unspecified,Nonconformity,Africa,49
"Dinitrogen monoxide|air|low population density, long-term",Marginally acceptable conformity,Africa,50
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin|air|low population density, long-term",Nonconformity,Africa,51
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin|air|urban air close to ground",Nonconformity,Africa,52
Dipropyl amine|air|urban air close to ground,Nonconformity,Africa,53
Ethane|air|non-urban air or from high stacks,Nonconformity,Africa,54
Ethanol|air|unspecified,Acceptable conformity,Africa,55
Ethanol|air|urban air close to ground,Nonconformity,Africa,56
Ethylamine|air|urban air close to ground,Nonconformity,Africa,57
Ethylene dichloride|air|non-urban air or from high stacks,Nonconformity,Africa,58
Ethylene dichloride|air|urban air close to ground,Nonconformity,Africa,59
Ethylene oxide|air|unspecified,Nonconformity,Africa,60
Fludioxonil|air|non-urban air or from high stacks,Nonconformity,Africa,61
"Fluorine|air|low population density, long-term",Nonconformity,Africa,62
Formamide|air|urban air close to ground,Nonconformity,Africa,63
Hexane|air|urban air close to ground,Nonconformity,Africa,64
"Hydrocarbons, aliphatic, alkanes, cyclic|air|non-urban air or from high stacks",Nonconformity,Africa,65
"Hydrocarbons, aliphatic, unsaturated|air|unspecified",Nonconformity,Africa,66
"Hydrocarbons, chlorinated|air|urban air close to ground",Nonconformity,Africa,67
Hydrochloric acid|air|non-urban air or from high stacks,Nonconformity,Africa,68
Iodine|air|urban air close to ground,Nonconformity,Africa,72
Iodine-129|air|non-urban air or from high stacks,Nonconformity,Africa,69
Iodine-131|air|non-urban air or from high stacks,Nonconformity,Africa,70
Iodine-133|air|non-urban air or from high stacks,Nonconformity,Africa,71
Iron ion|air|urban air close to ground,Nonconformity,Africa,73
Isobutanol|air|urban air close to ground,Marginally acceptable conformity,Africa,74
Isopropanol|air|non-urban air or from high stacks,Marginally acceptable conformity,Africa,75
Isopropylamine|air|urban air close to ground,Nonconformity,Africa,76
Krypton-85|air|non-urban air or from high stacks,Nonconformity,Africa,77
Lambda-cyhalothrin|air|non-urban air or from high stacks,Marginally acceptable conformity,Africa,78
Lead-210|air|urban air close to ground,Nonconformity,Africa,79
"Magnesium|air|low population density, long-term",Acceptable conformity,Africa,80
Magnesium|air|unspecified,Nonconformity,Africa,81
"Manganese II|air|low population density, long-term",Nonconformity,Africa,83
Manganese II|air|non-urban air or from high stacks,Nonconformity,Africa,84
Manganese-54|air|non-urban air or from high stacks,Nonconformity,Africa,82
Mercury II|air|urban air close to ground,Nonconformity,Africa,85
"Methane, bromo-, Halon 1001|air|urban air close to ground",Nonconformity,Africa,86
"Methane, bromotrifluoro-, Halon 1301|air|non-urban air or from high stacks",Nonconformity,Africa,87
"Methane, bromotrifluoro-, Halon 1301|air|urban air close to ground",Nonconformity,Africa,88
"Methane, fossil|air|non-urban air or from high stacks",Nonconformity,Africa,89
"Methane, fossil|air|urban air close to ground",Marginally acceptable conformity,Africa,90
Methyl acetate|air|urban air close to ground,Nonconformity,Africa,91
Methyl ethyl ketone|air|non-urban air or from high stacks,Marginally acceptable conformity,Africa,92
Methyl formate|air|unspecified,Nonconformity,Africa,93
Methylamine|air|urban air close to ground,Nonconformity,Africa,94
Molybdenum VI|air|non-urban air or from high stacks,Nonconformity,Africa,95
"Nickel II|air|low population density, long-term",Acceptable conformity,Africa,96
Nickel II|air|urban air close to ground,Nonconformity,Africa,97
Niobium-95|air|non-urban air or from high stacks,Nonconformity,Africa,98
"Nitrate|air|low population density, long-term",Nonconformity,Africa,99
Nitric acid|air|urban air close to ground,Nonconformity,Africa,100
Nitrobenzene|air|urban air close to ground,Nonconformity,Africa,101
Nitrogen fluoride|air|urban air close to ground,Nonconformity,Africa,102
"Nitrogen oxides|air|low population density, long-term",Nonconformity,Africa,103
Octaethylene glycol monododecyl ether|air|unspecified,Nonconformity,Africa,106
"PAH, polycyclic aromatic hydrocarbons|air|non-urban air or from high stacks",Nonconformity,Africa,107
Paraffins|air|non-urban air or from high stacks,Nonconformity,Africa,108
"Particulate Matter, < 2.5 um|air|urban air close to ground",Nonconformity,Africa,109
"Particulate Matter, > 10 um|air|low population density, long-term",Nonconformity,Africa,110
"Particulate Matter, > 10 um|air|unspecified",Marginally acceptable conformity,Africa,111
"Particulate Matter, > 2.5 um and < 10um|air|low population density, long-term",Nonconformity,Africa,112
"Particulate Matter, > 2.5 um and < 10um|air|unspecified",Nonconformity,Africa,113
Pentachlorophenol|air|unspecified,Nonconformity,Africa,114
Phenol|air|urban air close to ground,Nonconformity,Africa,115
Phosphine|air|urban air close to ground,Nonconformity,Africa,116
Phosphoric acid|air|urban air close to ground,Nonconformity,Africa,117
"Phosphorus|air|low population density, long-term",Nonconformity,Africa,118
Platinum|air|urban air close to ground,Nonconformity,Africa,119
Plutonium-238|air|non-urban air or from high stacks,Acceptable conformity,Africa,120
Plutonium-alpha|air|non-urban air or from high stacks,Nonconformity,Africa,121
Potassium I|air|non-urban air or from high stacks,Nonconformity,Africa,124
Potassium I|air|unspecified,Nonconformity,Africa,125
Potassium-40|air|non-urban air or from high stacks,Nonconformity,Africa,122
Potassium-40|air|urban air close to ground,Nonconformity,Africa,123
Propanal|air|unspecified,Nonconformity,Africa,126
Propane|air|urban air close to ground,Acceptable conformity,Africa,127
Propanol|air|non-urban air or from high stacks,Acceptable conformity,Africa,128
Propyl amine|air|urban air close to ground,Nonconformity,Africa,129
Propylene|air|non-urban air or from high stacks,Nonconformity,Africa,130
"Radioactive species, other beta emitters|air|non-urban air or from high stacks",Nonconformity,Africa,131
"Radioactive species, other beta emitters|air|unspecified",Nonconformity,Africa,132
Radium-226|air|urban air close to ground,Nonconformity,Africa,133
Radium-228|air|non-urban air or from high stacks,Nonconformity,Africa,134
Radon-220|air|non-urban air or from high stacks,Nonconformity,Africa,135
Radon-220|air|urban air close to ground,Nonconformity,Africa,136
Radon-222|air|non-urban air or from high stacks,Nonconformity,Africa,137
Radon-222|air|urban air close to ground,Nonconformity,Africa,138
Scandium|air|non-urban air or from high stacks,Nonconformity,Africa,139
Selenium IV|air|non-urban air or from high stacks,Nonconformity,Africa,140
Selenium IV|air|urban air close to ground,Nonconformity,Africa,141
"Silicon|air|low population density, long-term",Nonconformity,Africa,142
Silicon|air|non-urban air or from high stacks,Nonconformity,Africa,143
Silver-110|air|non-urban air or from high stacks,Nonconformity,Africa,144
Sodium hydroxide|air|urban air close to ground,Nonconformity,Africa,145
Sodium tetrahydridoborate|air|urban air close to ground,Nonconformity,Africa,146
Strontium II|air|non-urban air or from high stacks,Nonconformity,Africa,147
Sulfate|air|non-urban air or from high stacks,Nonconformity,Africa,148
Sulfate|air|urban air close to ground,Nonconformity,Africa,149
Sulfur dichloride|air|unspecified,Acceptable conformity,Africa,150
Sulfur hexafluoride|air|unspecified,Nonconformity,Africa,151
Sulfur trioxide|air|urban air close to ground,Acceptable conformity,Africa,152
Tebuconazole|air|non-urban air or from high stacks,Nonconformity,Africa,153
Teflubenzuron|air|non-urban air or from high stacks,Nonconformity,Africa,154
Tetramethyl ammonium hydroxide|air|urban air close to ground,Nonconformity,Africa,155
"Thallium I|air|low population density, long-term",Nonconformity,Africa,156
Thorium|air|non-urban air or from high stacks,Nonconformity,Africa,161
Thorium|air|urban air close to ground,Nonconformity,Africa,162
Thorium-228|air|unspecified,Nonconformity,Africa,157
Thorium-230|air|non-urban air or from high stacks,Nonconformity,Africa,158
Thorium-232|air|non-urban air or from high stacks,Nonconformity,Africa,159
Thorium-232|air|urban air close to ground,Nonconformity,Africa,160
Tin ion|air|unspecified,Nonconformity,Africa,163
Tin ion|air|urban air close to ground,Nonconformity,Africa,164
Titanium ion|air|non-urban air or from high stacks,Nonconformity,Africa,165
Toluene|air|urban air close to ground,Nonconformity,Africa,166
Trifloxystrobin|air|non-urban air or from high stacks,Nonconformity,Africa,167
Triflumuron|air|non-urban air or from high stacks,Nonconformity,Africa,168
Trimethylamine|air|urban air close to ground,Nonconformity,Africa,169
Trimethylchlorosilane|air|urban air close to ground,Marginally acceptable conformity,Africa,170
Tritium|air|non-urban air or from high stacks,Nonconformity,Africa,171
"Tungsten|air|low population density, long-term",Nonconformity,Africa,172
Uranium alpha|air|non-urban air or from high stacks,Nonconformity,Africa,173
Vanadium V|air|urban air close to ground,Nonconformity,Africa,174
Water|air|unspecified,Nonconformity,Africa,175
Xenon-135m|air|non-urban air or from high stacks,Nonconformity,Africa,176
Xenon-137|air|non-urban air or from high stacks,Nonconformity,Africa,177
"Xylenes, unspecified|air|urban air close to ground",Nonconformity,Africa,178
Zinc-65|air|non-urban air or from high stacks,Nonconformity,Africa,179
Zirconium-95|air|non-urban air or from high stacks,Nonconformity,Africa,180
o-Chlorotoluene|air|urban air close to ground,Nonconformity,Africa,104
o-Nitrotoluene|air|urban air close to ground,Marginally acceptable conformity,Africa,105
