"","Database","Column","ChiSq","ChiSqP","MantissaArcTest","MantissaArcTestP","MADConformity","MAD","NumberOfObservations"
"2226","Ecoinvent","Tembotrione|soil|agricultural",501.313849491376,3.67601067506114e-103,0.00887662808267828,3.35858561443601e-84,"Nonconformity",0.0158192602741665,21653
"2227","Ecoinvent","Tembotrione|soil|forestry",507.470462730169,1.75519380524132e-104,0.00859250734048845,1.57748386775982e-81,"Marginally acceptable conformity",0.0136619372015799,21653
"2228","Ecoinvent","Terbacil|soil|agricultural",7.55725053822084,0.477867644571409,0.0182939127377066,0.848194577731132,"Nonconformity",0.081335587468567,9
"2229","Ecoinvent","Terbium|natural resource|in ground",67.4536372557441,1.57605819085729e-11,0.000392456964924051,0.000203902083640969,"Close conformity",0.00524429431799506,21653
"2230","Ecoinvent","Terbufos|soil|agricultural",299.584787134927,5.0470155807883e-60,0.0096715600638314,1.0403746823965e-91,"Acceptable conformity",0.0115833012892335,21661
"2231","Ecoinvent","Terbuthylazin|soil|agricultural",685.799780342798,8.15878994482236e-143,0.0098655719821194,1.68401954090369e-93,"Marginally acceptable conformity",0.0133325793033026,21653
"2232","Ecoinvent","Terpenes|air|non-urban air or from high stacks",269.042839333325,1.57048430658626e-53,0.000285036311253066,0.00208728469315418,"Acceptable conformity",0.00846077261271848,21653
"2233","Ecoinvent","Tetrachloroethylene|air|non-urban air or from high stacks",92.0172860164358,1.81000450358158e-16,0.00110732043010377,3.86370570403505e-11,"Acceptable conformity",0.00614354745931096,21653
"2234","Ecoinvent","Tetrachloroethylene|air|unspecified",195.878270440561,4.7169477419636e-38,0.00251228187792157,2.32449886575909e-24,"Acceptable conformity",0.00887795757033663,21661
"2235","Ecoinvent","Tetrachloroethylene|air|urban air close to ground",251.972753614288,6.57677699686126e-50,0.00403179004191859,1.21882070512719e-38,"Acceptable conformity",0.00970161622838678,21653
"2236","Ecoinvent","Tetrachloroethylene|water|ocean",10.2836454380523,0.245679432618182,0.00359725293431945,0.9716321200525,"Nonconformity",0.095062378948018,8
"2237","Ecoinvent","Tetrachloroethylene|water|surface water",8.96044414785694,0.345643836901449,0.00359717131461756,0.971632754487299,"Nonconformity",0.109966671484465,8
"2238","Ecoinvent","Tetrachloroethylene|water|unspecified",122.588794043225,9.67646020543178e-23,0.00293015746098183,2.78899997921741e-28,"Acceptable conformity",0.00638548351354617,21653
"2239","Ecoinvent","Tetraconazole|soil|agricultural",206.835181768676,2.31526628384792e-40,0.00115147243706534,1.48528005419661e-11,"Acceptable conformity",0.00878417168669047,21653
"2240","Ecoinvent","Tetrafluoromethane|air|unspecified",235.89382658973,1.67612834676488e-46,0.00417743152838572,5.03321720684453e-40,"Acceptable conformity",0.0103112820477795,21661
"2241","Ecoinvent","Tetrafluoromethane|air|urban air close to ground",168.370722509554,2.83065357088102e-32,0.00341236450396595,8.14479818874359e-33,"Acceptable conformity",0.00849042868766947,21653
"2242","Ecoinvent","Tetramethyl ammonium hydroxide|air|urban air close to ground",38.8751895651723,5.18450178851845e-06,1.99269780456256e-05,0.649547796677175,"Close conformity",0.00356441173529627,21653
"2243","Ecoinvent","Thallium I|air|low population density, long-term",107.468925238076,1.26034862033911e-19,0.000593620078591362,2.60260382623514e-06,"Close conformity",0.00594863179244955,21662
"2244","Ecoinvent","Thallium I|air|non-urban air or from high stacks",462.561023890816,7.51728784511068e-95,0.00445578397547131,9.82569073609853e-43,"Marginally acceptable conformity",0.0141773564294441,21708
"2245","Ecoinvent","Thallium I|air|unspecified",598.929811238714,3.97455434639085e-124,0.010429644969619,7.68587723520651e-99,"Nonconformity",0.0154306130346923,21661
"2246","Ecoinvent","Thallium I|air|urban air close to ground",85.6375038380081,3.56097900644463e-15,0.000947040599650321,1.23998793721685e-09,"Acceptable conformity",0.00622274442949254,21655
"2247","Ecoinvent","Thallium I|soil|agricultural",306.296940196099,1.88012184372401e-61,0.00694369491475794,5.0469805236401e-66,"Acceptable conformity",0.0107380002327979,21653
"2248","Ecoinvent","Thallium I|soil|industrial",83.2465325451168,1.08333264536708e-14,0.000781182287596114,4.43414956755045e-08,"Close conformity",0.00517285560806218,21674
"2249","Ecoinvent","Thallium I|soil|unspecified",70.9315075095544,3.20567688346155e-12,0.000983341220043514,5.66079019185122e-10,"Close conformity",0.0054258744452176,21653
"2250","Ecoinvent","Thallium I|water|ground-",154.354930408218,2.41858403444515e-29,0.000501602440521703,1.78962317534029e-05,"Acceptable conformity",0.00836975518490586,21792
"2251","Ecoinvent","Thallium I|water|ground-, long-term",157.010062683473,6.74432472435508e-30,0.000430661820821387,8.39757577204456e-05,"Acceptable conformity",0.00709931158619507,21792
"2252","Ecoinvent","Thallium I|water|ocean",156.634371106969,8.08049374253617e-30,0.0047994360921741,7.36489338477848e-46,"Acceptable conformity",0.0077689637248517,21653
"2253","Ecoinvent","Thallium I|water|surface water",82.5275608675522,1.51308006252042e-14,0.000577308472972163,3.7077741051782e-06,"Close conformity",0.00457500494603735,21661
"2254","Ecoinvent","Thiabendazole|air|non-urban air or from high stacks",465.323205006364,1.92302360420137e-95,0.00862346860601373,8.06885750780173e-82,"Marginally acceptable conformity",0.0148915527309792,21653
"2255","Ecoinvent","Thiabendazole|soil|agricultural",493.573078293105,1.68294916052444e-101,0.00862054585652777,8.59601044703109e-82,"Marginally acceptable conformity",0.0141053586849589,21653
"2256","Ecoinvent","Thiabendazole|soil|forestry",559.620365594121,1.11451392425756e-115,0.00858342071339217,1.92049665186696e-81,"Marginally acceptable conformity",0.0130452185578067,21653
"2257","Ecoinvent","Thiabendazole|water|ground-",489.673973231938,1.15467505618322e-100,0.00865904536673091,3.73470300872649e-82,"Marginally acceptable conformity",0.0147416574785569,21653
"2258","Ecoinvent","Thiabendazole|water|unspecified",482.737331524518,3.54993794098716e-99,0.00859146883755142,1.61335811586653e-81,"Marginally acceptable conformity",0.0142120158242154,21653
"2259","Ecoinvent","Thiamethoxam|air|non-urban air or from high stacks",133.679883653786,4.87947422797269e-25,0.00164509763083509,3.38739939689966e-16,"Acceptable conformity",0.00683713908084358,21653
"2260","Ecoinvent","Thiamethoxam|soil|agricultural",152.281168045086,6.5536434622198e-29,0.00015671350714558,0.0335970312952917,"Acceptable conformity",0.00747059166115108,21653
"2261","Ecoinvent","Thiamethoxam|soil|forestry",227.00993012331,1.27011091384963e-44,0.00156599180481762,1.87827883685786e-15,"Acceptable conformity",0.00981952115642632,21653
"2262","Ecoinvent","Thiamethoxam|water|ground-",144.63646466308,2.57229024583059e-27,0.00152329444425513,4.73452684001757e-15,"Acceptable conformity",0.00666582195511201,21653
"2263","Ecoinvent","Thiamethoxam|water|unspecified",164.383387454385,1.93588398202157e-31,0.00153501162177844,3.67359133339657e-15,"Acceptable conformity",0.00848946336744487,21653
"2264","Ecoinvent","Thidiazuron|soil|agricultural",10.2836454380523,0.245679432618182,0.00316270268228606,0.975015781990579,"Nonconformity",0.095062378948018,8
"2265","Ecoinvent","Thiencarbazone-methyl|soil|agricultural",186.798298008279,3.8385320869088e-36,0.00205630147517613,4.60252938138164e-20,"Acceptable conformity",0.00774933406309016,21653
